|class|order|family|genus|species|pollen unit|dispersal unit and peculiarities|size (pollen unit)|pollen class|polarity|shape|outline in polar view|shape (dry pollen)|outline in polar view (dry pollen)|infoldings (dry pollen)|aperture number|aperture type|aperture condition|aperture peculiarities|ornamentation LM|nexine|sexine|ornamentation SEM|tectum|infratectum|foot layer|endexine|intine|wall peculiarities|pollen coatings|reserves in cytoplasm|cell number|Ubisch bodies|how many figures?
0|Angiospermae|Asparagales|Xanthorrhoeaceae|Hemerocallis|Hemerocallis fulva|monad|monad|large (51-100 µm)|sulcate|heteropolar|oblate|elliptic|boat-shaped|elliptic|aperture(s) sunken|1|sulcus|sulcate|aperture membrane smooth|reticulate|-|-|reticulate, free-standing columellae|semitectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|lipids|2-celled|absent|1
0|Angiospermae|Malpighiales|Violaceae|Viola|Viola tricolor|monad|monad|large (51-100 µm)|colporate|isopolar|oblate|quadrangular|prolate|quadrangular|interapertural area sunken|4|colporus|colporate, tetracolporate|-|scabrate|-|-|perforate|eutectate|granular|continuous|compact-continuous|monolayered|tenuitas|pollenkitt|starch|2-celled|present|4
0|Angiospermae|Rosales|Urticaceae|Parietaria|Parietaria officinalis|monad|monad|small (10-25 µm)|porate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|3|porus|porate, triporate|operculum|scabrate|-|-|microechinate|eutectate|columellate|continuous|compact-continuous|monolayered|-|absent|starch|2-celled|present|4
0|Angiospermae|Rosales|Urticaceae|Urtica|Urtica dioica|monad|monad|small (10-25 µm)|porate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|3|porus|porate, triporate|operculum, annulus, oncus|scabrate|-|-|microverrucate, microechinate|eutectate|columellate|absent|compact-continuous|monolayered|-|absent|starch|2-celled|present|4
0|Angiospermae|Rosales|Ulmaceae|Ulmus|Ulmus laevis|monad|monad|medium-sized (26-50 µm)|porate|heteropolar|spheroidal|circular|irregular|irregular|irregularly infolded|6|porus|porate|operculum|rugulate|-|-|rugulate, granulate|eutectate|granular|absent|compact-continuous|monolayered|-|absent|starch|3-celled|present|4
0|Angiospermae|Rosales|Ulmaceae|Ulmus|Ulmus minor|monad|monad|medium-sized (26-50 µm)|porate|heteropolar|spheroidal|circular|irregular|irregular|irregularly infolded|5|porus|porate|operculum|rugulate|-|-|verrucate, rugulate, granulate|eutectate|granular|absent|compact-continuous|monolayered|-|absent|starch|3-celled|present|4
0|Angiospermae|Solanales|Solanaceae|Atropa|Atropa bella-donna|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|striato-reticulate|-|-|striato-reticulate|eutectate|columellate|discontinuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|present|4
0|Angiospermae|Solanales|Solanaceae|Datura|Datura stramonium|monad|monad|large (51-100 µm)|colpate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|3|colpus|colpate, tricolpate|brevicolpus|scabrate|-|-|no suitable term|semitectate|columellate|discontinuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|present|4
0|Angiospermae|Solanales|Solanaceae|Hyoscyamus|Hyoscyamus niger|monad|monad|large (51-100 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|-|-|-|reticulate, microechinate|-|-|-|-|-|-|-|-|2-celled|-|1
0|Angiospermae|Solanales|Solanaceae|Solanum|Solanum dulcamara|monad|monad|small (10-25 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|aperture membrane ornamented|psilate|-|-|fossulate, microechinate|eutectate|columellate|discontinuous|compact-continuous|monolayered|-|pollenkitt|-|2-celled|present|4
0|Angiospermae|Sapindales|Simaroubaceae|Ailanthus|Ailanthus altissima|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|reticulate|-|-|striato-reticulate|semitectate|columellate|absent|compact-continuous|bilayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Lamiales|Scrophulariaceae|Scrophularia|Scrophularia nodosa|monad|monad|small (10-25 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|aperture membrane smooth|reticulate|present|present|reticulate|semitectate|columellate|discontinuous|compact-discontinuous|monolayered|-|pollenkitt|-|2-celled|absent|8
0|Angiospermae|Lamiales|Scrophulariaceae|Verbascum|Verbascum phlomoides|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|aperture membrane smooth|reticulate|-|-|reticulate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Lamiales|Scrophulariaceae|Verbascum|Verbascum phoeniceum|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|reticulate|-|-|reticulate|semitectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|-|2-celled|absent|4
0|Angiospermae|Lamiales|Scrophulariaceae|Verbascum|Verbascum speciosum|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|oblate|triangular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|scabrate|-|-|microreticulate|semitectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Saxifragales|Saxifragaceae|Peltoboykinia|Peltoboykinia tellimoides|monad|monad|small (10-25 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate|-|psilate|present|present|perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|lipids|2-celled|present|9
0|Angiospermae|Saxifragales|Saxifragaceae|Rodgersia|Rodgersia sambucifolia|monad|monad|small (10-25 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|scabrate|present|present|reticulate, microreticulate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|lipids|2-celled|present|9
0|Angiospermae|Saxifragales|Saxifragaceae|Saxifraga|Saxifraga  scardica|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|striate|present|present|striate, microgemmate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|internal tectum|pollenkitt|lipids|2-celled|present|9
0|Angiospermae|Saxifragales|Saxifragaceae|Saxifraga|Saxifraga magellanica|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|present|present|microechinate, perforate|eutectate|columellate|continuous|-|monolayered|-|pollenkitt|lipids|2-celled|present|9
0|Angiospermae|Sapindales|Sapindaceae|Acer|Acer negundo|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|-|scabrate|-|-|rugulate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|absent|starch, lipids|2-celled|-|4
0|Angiospermae|Sapindales|Sapindaceae|Acer|Acer platanoides|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|lipids, starch|2-celled|present|4
0|Angiospermae|Sapindales|Sapindaceae|Acer|Acer pseudoplatanus|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane smooth|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|lipids, starch|2-celled|present|4
0|Angiospermae|Sapindales|Sapindaceae|Acer|Acer saccharinum|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane smooth|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Sapindales|Sapindaceae|Aesculus|Aesculus carnea|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|prolate|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|aperture membrane ornamented|scabrate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|present|4
0|Angiospermae|Sapindales|Sapindaceae|Aesculus|Aesculus hippocastanum|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|aperture membrane ornamented|scabrate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|present|4
0|Angiospermae|Malpighiales|Salicaceae|Populus|Populus alba|monad|monad|medium-sized (26-50 µm)|inaperturate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|none|no aperture|inaperturate|-|scabrate|-|-|microreticulate, microechinate|semitectate|columellate|continuous|absent|monolayered|-|pollenkitt|starch|2-celled|present|4
0|Angiospermae|Malpighiales|Salicaceae|Populus|Populus nigra|monad|monad|medium-sized (26-50 µm)|inaperturate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|none|no aperture|inaperturate|-|scabrate|-|-|no suitable term|semitectate|columellate|discontinuous|compact-continuous|monolayered|-|absent|starch|2-celled|present|4
0|Angiospermae|Malpighiales|Salicaceae|Populus|Populus tremula|monad|monad|medium-sized (26-50 µm)|inaperturate|isopolar|spheroidal|circular|irregular|irregular|irregularly infolded|none|no aperture|inaperturate|-|scabrate|-|-|microechinate, microreticulate|semitectate|columellate|absent|compact-continuous|monolayered|-|absent|starch|2-celled|present|4
0|Angiospermae|Malpighiales|Salicaceae|Salix|Salix alba|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|reticulate|-|-|reticulate, heterobrochate|semitectate|columellate|discontinuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Malpighiales|Salicaceae|Salix|Salix fragilis|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|reticulate, heterobrochate|-|-|reticulate, heterobrochate|semitectate|columellate|discontinuous|compact-continuous|monolayered|-|pollenkitt|-|2-celled|absent|4
0|Angiospermae|Malpighiales|Salicaceae|Salix|Salix purpurea|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|reticulate, heterobrochate|-|-|reticulate, heterobrochate, free-standing columellae|semitectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|-|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Agrimonia|Agrimonia eupatoria|monad|monad|large (51-100 µm)|colporate|isopolar|prolate|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|striate|-|-|striate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Amelanchier|Amelanchier ovalis|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Crataegus|Crataegus laevigata|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|oblate|triangular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|-|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Crataegus|Crataegus monogyna|monad|monad|large (51-100 µm)|colporate|isopolar|oblate|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|-|-|-|striate, perforate|-|-|-|-|-|-|-|-|2-celled|-|1
0|Angiospermae|Rosales|Rosaceae|Filipendula|Filipendula ulmaria|monad|monad|small (10-25 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|psilate|-|-|microechinate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Potentilla|Potentilla argentea|monad|monad|small (10-25 µm)|colporate|isopolar|oblate|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|operculum|striate|-|-|striate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|lipids|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Prunus|Prunus tenella|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|oblate|triangular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|lipids|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Rosa|Rosa canina|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|operculum|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Rosa|Rosa gallica|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch|2-celled|absent|4
0|Angiospermae|Rosales|Rosaceae|Rubus|Rubus fructicosus|monad|monad|medium-sized (26-50 µm)|colporate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colporus|colporate, tricolporate|-|striate|-|-|striate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|-|2-celled|absent|4
0|Angiospermae|Ranunculales|Ranunculaceae|Aconitum|Aconitum napellus|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|psilate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Actaea|Actaea spicata|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Adonis|Adonis aestivalis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Adonis|Adonis vernalis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Anemone|Anemone narcissiflora|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Anemone|Anemone nemorosa|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Anemone|Anemone ranunculoides|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Anemone|Anemone sylvestris|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Aquilegia|Aquilegia vulgaris|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|discontinuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Callianthemum|Callianthemum anemonoides|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Caltha|Caltha palustris|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ceratocephala|Ceratocephala orthoceras|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|spheroidal|irregular|aperture(s) sunken|>6|colpus|colpate, pantocolpate|aperture membrane ornamented, pantoaperturate|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Clematis|Clematis vitalba|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Consolida|Consolida orientalis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Consolida|Consolida regalis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Delphinium|Delphinium elatum|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Eranthis|Eranthis hyemalis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Helleborus|Helleborus foetidus|monad|monad|small (10-25 µm)|colpate|isopolar|oblate|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|reticulate|-|-|microreticulate, microverrucate|semitectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Helleborus|Helleborus niger|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|oblate|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|perforate, microechinate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Helleborus|Helleborus viridis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|circular|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|reticulate|-|-|reticulate|semitectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Hepatica|Hepatica nobilis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Isopyrum|Isopyrum thalictroides|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Myosurus|Myosurus minimus|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|-|-|-|-|-|-|-|-|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Nigella|Nigella arvensis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|internal tectum|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Pulsatilla|Pulsatilla grandis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus acris|monad|monad|small (10-25 µm)|colpate|isopolar|spheroidal|circular|spheroidal|circular|aperture(s) sunken|6|colpus|colpate, hexacolpate, pantocolpate|aperture membrane ornamented, pantoaperturate|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus bulbosus|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|echinate|-|-|verrucate, microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus ficaria|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|scabrate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|3
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus glacialis|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus lanuginosus|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|spheroidal|polygonal|aperture(s) sunken|>6|colpus|colpate, pantocolpate|aperture membrane ornamented|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus lingua|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|irregular|polygonal|aperture(s) sunken|>6|colpus|colpate, pantocolpate|aperture membrane ornamented|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus platanifolius|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus repens|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|irregular|irregular|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-continuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
0|Angiospermae|Ranunculales|Ranunculaceae|Ranunculus|Ranunculus sceleratus|monad|monad|medium-sized (26-50 µm)|colpate|isopolar|spheroidal|circular|prolate|lobate|aperture(s) sunken|3|colpus|colpate, tricolpate|aperture membrane ornamented|echinate|-|-|microechinate, perforate|eutectate|columellate|continuous|compact-discontinuous|monolayered|-|pollenkitt|starch, lipids|2-celled|present|4
